,product_name,brand,image,product_category_tree,description,product_specifications,Categorie_1,description_clean,description_clean_stem,description_clean_lemma,product_name_clean,description_lemma_token,description_stem_token
0,Elegance Polyester Multicolor Abstract Eyelet Door Curtain,Elegance,55b85ea15a1536d46b7190ad6fff8ce7.jpg,Home Furnishing >> Curtains & Accessories >> Curtains >> Elegance Polyester Multicolor Abstract Eyelet Do...,"Key Features of Elegance Polyester Multicolor Abstract Eyelet Door Curtain Floral Curtain,Elegance Polyester Multicolor Abstract Eyelet Door Curtain (213 cm in Height, Pack of 2) Price: Rs. 899 This curtain enhances the look of the interiors.This curtain is made from 100% high quality polyester fabric.It features an eyelet style stitch with Metal Ring.It makes the room environment romantic and loving.This curtain is ant- wrinkle and anti shrinkage and have elegant apparance.Give your home a bright and modernistic appeal with these designs. The surreal attention is sure to steal hearts. These contemporary eyelet and valance curtains slide smoothly so when you draw them apart first thing in the morning to welcome the bright sun rays you want to wish good morning to the whole world and when you draw them close in the evening, you create the most special moments of joyous beauty given by the soothing prints. Bring home the elegant curtain that softly filters light in your room so that you get the right amount of sunlight.,Specifications of Elegance Polyester Multicolor Abstract Eyelet Door Curtain (213 cm in Height, Pack of 2) General Brand Elegance Designed For Door Type Eyelet Model Name Abstract Polyester Door Curtain Set Of 2 Model ID Duster25 Color Multicolor Dimensions Length 213 cm In the Box Number of Contents in Sales Package Pack of 2 Sales Package 2 Curtains Body & Design Material Polyester","{""product_specification""=>[{""key""=>""Brand"", ""value""=>""Elegance""}, {""key""=>""Designed For"", ""value""=>""Door""}, {""key""=>""Type"", ""value""=>""Eyelet""}, {""key""=>""Model Name"", ""value""=>""Abstract Polyester Door Curtain Set Of 2""}, {""key""=>""Model ID"", ""value""=>""Duster25""}, {""key""=>""Color"", ""value""=>""Multicolor""}, {""key""=>""Length"", ""value""=>""213 cm""}, {""key""=>""Number of Contents in Sales Package"", ""value""=>""Pack of 2""}, {""key""=>""Sales Package"", ""value""=>""2 Curtains""}, {""key""=>""Material"", ""value""=>""Polyester""}]}",Home Furnishing,elegance polyester abstract eyelet door curtain floral curtain elegance polyester abstract eyelet door curtain cm height pack curtain enhances look interiorsthis curtain made high polyester fabricit eyelet style stitch metal ringit makes room environment romantic lovingthis curtain ant wrinkle anti shrinkage elegant apparancegive home bright modernistic appeal designs surreal attention sure steal hearts contemporary eyelet valance curtains slide smoothly draw apart first thing morning welcome bright sun rays want wish good morning whole world draw close evening create special moments joyous beauty given soothing prints bring home elegant curtain softly filters light room get right amount sunlight elegance polyester abstract eyelet door curtain cm height pack brand elegance designed door type eyelet model name abstract polyester door curtain set model id duster length cm box contents pack curtains body design material polyester,eleg polyest abstract eyelet door curtain floral curtain eleg polyest abstract eyelet door curtain cm height pack curtain enhanc look interiorsthi curtain made high polyest fabricit eyelet style stitch metal ringit make room environ romant lovingthi curtain ant wrinkl anti shrinkag eleg apparanceg home bright modernist appeal design surreal attent sure steal heart contemporari eyelet valanc curtain slide smoothli draw apart first thing morn welcom bright sun ray want wish good morn whole world draw close even creat special moment joyou beauti given sooth print bring home eleg curtain softli filter light room get right amount sunlight eleg polyest abstract eyelet door curtain cm height pack brand eleg design door type eyelet model name abstract polyest door curtain set model id duster length cm box content pack curtain bodi design materi polyest,elegance polyester abstract eyelet door curtain floral curtain elegance polyester abstract eyelet door curtain cm height pack curtain enhances look interiorsthis curtain made high polyester fabricit eyelet style stitch metal ringit make room environment romantic lovingthis curtain ant wrinkle anti shrinkage elegant apparancegive home bright modernistic appeal design surreal attention sure steal heart contemporary eyelet valance curtain slide smoothly draw apart first thing morning welcome bright sun ray want wish good morning whole world draw close evening create special moment joyous beauty given soothing print bring home elegant curtain softly filter light room get right amount sunlight elegance polyester abstract eyelet door curtain cm height pack brand elegance designed door type eyelet model name abstract polyester door curtain set model id duster length cm box content pack curtain body design material polyester,Elegance Polyester Multicolor Abstract Eyelet Door Curtain,"['elegance', 'polyester', 'abstract', 'eyelet', 'door', 'curtain', 'floral', 'curtain', 'elegance', 'polyester', 'abstract', 'eyelet', 'door', 'curtain', 'cm', 'height', 'pack', 'curtain', 'enhances', 'look', 'interiorsthis', 'curtain', 'made', 'high', 'polyester', 'fabricit', 'eyelet', 'style', 'stitch', 'metal', 'ringit', 'make', 'room', 'environment', 'romantic', 'lovingthis', 'curtain', 'ant', 'wrinkle', 'anti', 'shrinkage', 'elegant', 'apparancegive', 'home', 'bright', 'modernistic', 'appeal', 'design', 'surreal', 'attention', 'sure', 'steal', 'heart', 'contemporary', 'eyelet', 'valance', 'curtain', 'slide', 'smoothly', 'draw', 'apart', 'first', 'thing', 'morning', 'welcome', 'bright', 'sun', 'ray', 'want', 'wish', 'good', 'morning', 'whole', 'world', 'draw', 'close', 'evening', 'create', 'special', 'moment', 'joyous', 'beauty', 'given', 'soothing', 'print', 'bring', 'home', 'elegant', 'curtain', 'softly', 'filter', 'light', 'room', 'get', 'right', 'amount', 'sunlight', 'elegance', 'polyester', 'abstract', 'eyelet', 'door', 'curtain', 'cm', 'height', 'pack', 'brand', 'elegance', 'designed', 'door', 'type', 'eyelet', 'model', 'name', 'abstract', 'polyester', 'door', 'curtain', 'set', 'model', 'id', 'duster', 'length', 'cm', 'box', 'content', 'pack', 'curtain', 'body', 'design', 'material', 'polyester']","['eleg', 'polyest', 'abstract', 'eyelet', 'door', 'curtain', 'floral', 'curtain', 'eleg', 'polyest', 'abstract', 'eyelet', 'door', 'curtain', 'cm', 'height', 'pack', 'curtain', 'enhanc', 'look', 'interiorsthi', 'curtain', 'made', 'high', 'polyest', 'fabricit', 'eyelet', 'style', 'stitch', 'metal', 'ringit', 'make', 'room', 'environ', 'romant', 'lovingthi', 'curtain', 'ant', 'wrinkl', 'anti', 'shrinkag', 'eleg', 'apparanceg', 'home', 'bright', 'modernist', 'appeal', 'design', 'surreal', 'attent', 'sure', 'steal', 'heart', 'contemporari', 'eyelet', 'valanc', 'curtain', 'slide', 'smoothli', 'draw', 'apart', 'first', 'thing', 'morn', 'welcom', 'bright', 'sun', 'ray', 'want', 'wish', 'good', 'morn', 'whole', 'world', 'draw', 'close', 'even', 'creat', 'special', 'moment', 'joyou', 'beauti', 'given', 'sooth', 'print', 'bring', 'home', 'eleg', 'curtain', 'softli', 'filter', 'light', 'room', 'get', 'right', 'amount', 'sunlight', 'eleg', 'polyest', 'abstract', 'eyelet', 'door', 'curtain', 'cm', 'height', 'pack', 'brand', 'eleg', 'design', 'door', 'type', 'eyelet', 'model', 'name', 'abstract', 'polyest', 'door', 'curtain', 'set', 'model', 'id', 'duster', 'length', 'cm', 'box', 'content', 'pack', 'curtain', 'bodi', 'design', 'materi', 'polyest']"
1,Sathiyas Cotton Bath Towel,Sathiyas,7b72c92c2f6c40268628ec5f14c6d590.jpg,"Baby Care >> Baby Bath & Skin >> Baby Bath Towels >> Sathiyas Baby Bath Towels >> Sathiyas Cotton Bath Towel (3 Bath Towel, Red, Y...","Specifications of Sathiyas Cotton Bath Towel (3 Bath Towel, Red, Yellow, Blue) Bath Towel Features Machine Washable Yes Material Cotton Design Self Design General Brand Sathiyas Type Bath Towel GSM 500 Model Name Sathiyas cotton bath towel Ideal For Men, Women, Boys, Girls Model ID asvtwl322 Color Red, Yellow, Blue Size Mediam Dimensions Length 30 inch Width 60 inch In the Box Number of Contents in Sales Package 3 Sales Package 3 Bath Towel","{""product_specification""=>[{""key""=>""Machine Washable"", ""value""=>""Yes""}, {""key""=>""Material"", ""value""=>""Cotton""}, {""key""=>""Design"", ""value""=>""Self Design""}, {""key""=>""Brand"", ""value""=>""Sathiyas""}, {""key""=>""Type"", ""value""=>""Bath Towel""}, {""key""=>""GSM"", ""value""=>""500""}, {""key""=>""Model Name"", ""value""=>""Sathiyas cotton bath towel""}, {""key""=>""Ideal For"", ""value""=>""Men, Women, Boys, Girls""}, {""key""=>""Model ID"", ""value""=>""asvtwl322""}, {""key""=>""Color"", ""value""=>""Red, Yellow, Blue""}, {""key""=>""Size"", ""value""=>""Mediam""}, {""key""=>""Length"", ""value""=>""30 inch""}, {""key""=>""Width"", ""value""=>""60 inch""}, {""key""=>""Number of Contents in Sales Package"", ""value""=>""3""}, {""key""=>""Sales Package"", ""value""=>""3 Bath Towel""}]}",Baby Care,sathiyas cotton bath towel bath towel red yellow blue bath towel machine washable yes material cotton design self design brand sathiyas type bath towel gsm model name sathiyas cotton bath towel men women boys girls model id asvtwl red yellow blue size mediam length inch width inch box contents bath towel,sathiya cotton bath towel bath towel red yellow blue bath towel machin washabl ye materi cotton design self design brand sathiya type bath towel gsm model name sathiya cotton bath towel men women boy girl model id asvtwl red yellow blue size mediam length inch width inch box content bath towel,sathiyas cotton bath towel bath towel red yellow blue bath towel machine washable yes material cotton design self design brand sathiyas type bath towel gsm model name sathiyas cotton bath towel men woman boy girl model id asvtwl red yellow blue size mediam length inch width inch box content bath towel,Sathiyas Cotton Bath Towel,"['sathiyas', 'cotton', 'bath', 'towel', 'bath', 'towel', 'red', 'yellow', 'blue', 'bath', 'towel', 'machine', 'washable', 'yes', 'material', 'cotton', 'design', 'self', 'design', 'brand', 'sathiyas', 'type', 'bath', 'towel', 'gsm', 'model', 'name', 'sathiyas', 'cotton', 'bath', 'towel', 'men', 'woman', 'boy', 'girl', 'model', 'id', 'asvtwl', 'red', 'yellow', 'blue', 'size', 'mediam', 'length', 'inch', 'width', 'inch', 'box', 'content', 'bath', 'towel']","['sathiya', 'cotton', 'bath', 'towel', 'bath', 'towel', 'red', 'yellow', 'blue', 'bath', 'towel', 'machin', 'washabl', 'ye', 'materi', 'cotton', 'design', 'self', 'design', 'brand', 'sathiya', 'type', 'bath', 'towel', 'gsm', 'model', 'name', 'sathiya', 'cotton', 'bath', 'towel', 'men', 'women', 'boy', 'girl', 'model', 'id', 'asvtwl', 'red', 'yellow', 'blue', 'size', 'mediam', 'length', 'inch', 'width', 'inch', 'box', 'content', 'bath', 'towel']"
2,Eurospa Cotton Terry Face Towel Set,Eurospa,64d5d4a258243731dc7bbb1eef49ad74.jpg,Baby Care >> Baby Bath & Skin >> Baby Bath Towels >> Eurospa Baby Bath Towels >> Eurospa Cotton Terry Face Towel Set (20 PIECE FA...,"Key Features of Eurospa Cotton Terry Face Towel Set Size: small Height: 9 inch GSM: 360,Eurospa Cotton Terry Face Towel Set (20 PIECE FACE TOWEL SET, Assorted) Price: Rs. 299 Eurospa brings to you an exclusively designed, 100% soft cotton towels of export quality. All our products have soft texture that takes care of your skin and gives you that enriched feeling you deserve. Eurospa has been exporting its bath towels to lot of renowned brands for last 10 years and is famous for its fine prints, absorbency, softness and durability. NOTE: Our product is 100% cotton, so it is susceptible to shrinkage. Product color may vary from the picture. Size may vary by ±3% WASH CARE: Wash in cold Water, Do not Iron, Do not Bleach, Flat dry, Wash before first use. SIZE- FACE TOWEL - 23 cms X 23 cms.,Specifications of Eurospa Cotton Terry Face Towel Set (20 PIECE FACE TOWEL SET, Assorted) Bath Towel Features Material Cotton Terry Design SHUVAM General Brand Eurospa GSM 360 Type Face Towel Set Model Name SHUVAM20PCFTSETASSORTED Ideal For Boys, Girls, Men, Women Model ID SHUVAM20PCFTSETASSORTED Size small Color Assorted Dimensions Weight 350 g Length 9 inch Width 9 inch In the Box Number of Contents in Sales Package 20 Sales Package 20 PIECE FACE TOWEL SET","{""product_specification""=>[{""key""=>""Material"", ""value""=>""Cotton Terry""}, {""key""=>""Design"", ""value""=>""SHUVAM""}, {""key""=>""Brand"", ""value""=>""Eurospa""}, {""key""=>""GSM"", ""value""=>""360""}, {""key""=>""Type"", ""value""=>""Face Towel Set""}, {""key""=>""Model Name"", ""value""=>""SHUVAM20PCFTSETASSORTED""}, {""key""=>""Ideal For"", ""value""=>""Boys, Girls, Men, Women""}, {""key""=>""Model ID"", ""value""=>""SHUVAM20PCFTSETASSORTED""}, {""key""=>""Size"", ""value""=>""small""}, {""key""=>""Color"", ""value""=>""Assorted""}, {""key""=>""Weight"", ""value""=>""350 g""}, {""key""=>""Length"", ""value""=>""9 inch""}, {""key""=>""Width"", ""value""=>""9 inch""}, {""key""=>""Number of Contents in Sales Package"", ""value""=>""20""}, {""key""=>""Sales Package"", ""value""=>""20 PIECE FACE TOWEL SET""}]}",Baby Care,eurospa cotton terry face towel set size small height inch gsm eurospa cotton terry face towel set piece face towel set assorted eurospa brings exclusively designed soft cotton towels export soft texture takes care skin gives enriched feeling deserve eurospa exporting bath towels lot renowned brands last years famous fine prints absorbency softness durability note product cotton susceptible shrinkage product may vary picture size may vary ± wash care wash cold water iron bleach flat dry wash first use size face towel cms cms eurospa cotton terry face towel set piece face towel set assorted bath towel material cotton terry design shuvam brand eurospa gsm type face towel set model name shuvampcftsetassorted boys girls men women model id shuvampcftsetassorted size small assorted weight length inch width inch box contents piece face towel set,eurospa cotton terri face towel set size small height inch gsm eurospa cotton terri face towel set piec face towel set assort eurospa bring exclus design soft cotton towel export soft textur take care skin give enrich feel deserv eurospa export bath towel lot renown brand last year famou fine print absorb soft durabl note product cotton suscept shrinkag product may vari pictur size may vari ± wash care wash cold water iron bleach flat dri wash first use size face towel cm cm eurospa cotton terri face towel set piec face towel set assort bath towel materi cotton terri design shuvam brand eurospa gsm type face towel set model name shuvampcftsetassort boy girl men women model id shuvampcftsetassort size small assort weight length inch width inch box content piec face towel set,eurospa cotton terry face towel set size small height inch gsm eurospa cotton terry face towel set piece face towel set assorted eurospa brings exclusively designed soft cotton towel export soft texture take care skin give enriched feeling deserve eurospa exporting bath towel lot renowned brand last year famous fine print absorbency softness durability note product cotton susceptible shrinkage product may vary picture size may vary ± wash care wash cold water iron bleach flat dry wash first use size face towel cm cm eurospa cotton terry face towel set piece face towel set assorted bath towel material cotton terry design shuvam brand eurospa gsm type face towel set model name shuvampcftsetassorted boy girl men woman model id shuvampcftsetassorted size small assorted weight length inch width inch box content piece face towel set,Eurospa Cotton Terry Face Towel Set,"['eurospa', 'cotton', 'terry', 'face', 'towel', 'set', 'size', 'small', 'height', 'inch', 'gsm', 'eurospa', 'cotton', 'terry', 'face', 'towel', 'set', 'piece', 'face', 'towel', 'set', 'assorted', 'eurospa', 'brings', 'exclusively', 'designed', 'soft', 'cotton', 'towel', 'export', 'soft', 'texture', 'take', 'care', 'skin', 'give', 'enriched', 'feeling', 'deserve', 'eurospa', 'exporting', 'bath', 'towel', 'lot', 'renowned', 'brand', 'last', 'year', 'famous', 'fine', 'print', 'absorbency', 'softness', 'durability', 'note', 'product', 'cotton', 'susceptible', 'shrinkage', 'product', 'may', 'vary', 'picture', 'size', 'may', 'vary', '±', 'wash', 'care', 'wash', 'cold', 'water', 'iron', 'bleach', 'flat', 'dry', 'wash', 'first', 'use', 'size', 'face', 'towel', 'cm', 'cm', 'eurospa', 'cotton', 'terry', 'face', 'towel', 'set', 'piece', 'face', 'towel', 'set', 'assorted', 'bath', 'towel', 'material', 'cotton', 'terry', 'design', 'shuvam', 'brand', 'eurospa', 'gsm', 'type', 'face', 'towel', 'set', 'model', 'name', 'shuvampcftsetassorted', 'boy', 'girl', 'men', 'woman', 'model', 'id', 'shuvampcftsetassorted', 'size', 'small', 'assorted', 'weight', 'length', 'inch', 'width', 'inch', 'box', 'content', 'piece', 'face', 'towel', 'set']","['eurospa', 'cotton', 'terri', 'face', 'towel', 'set', 'size', 'small', 'height', 'inch', 'gsm', 'eurospa', 'cotton', 'terri', 'face', 'towel', 'set', 'piec', 'face', 'towel', 'set', 'assort', 'eurospa', 'bring', 'exclus', 'design', 'soft', 'cotton', 'towel', 'export', 'soft', 'textur', 'take', 'care', 'skin', 'give', 'enrich', 'feel', 'deserv', 'eurospa', 'export', 'bath', 'towel', 'lot', 'renown', 'brand', 'last', 'year', 'famou', 'fine', 'print', 'absorb', 'soft', 'durabl', 'note', 'product', 'cotton', 'suscept', 'shrinkag', 'product', 'may', 'vari', 'pictur', 'size', 'may', 'vari', '±', 'wash', 'care', 'wash', 'cold', 'water', 'iron', 'bleach', 'flat', 'dri', 'wash', 'first', 'use', 'size', 'face', 'towel', 'cm', 'cm', 'eurospa', 'cotton', 'terri', 'face', 'towel', 'set', 'piec', 'face', 'towel', 'set', 'assort', 'bath', 'towel', 'materi', 'cotton', 'terri', 'design', 'shuvam', 'brand', 'eurospa', 'gsm', 'type', 'face', 'towel', 'set', 'model', 'name', 'shuvampcftsetassort', 'boy', 'girl', 'men', 'women', 'model', 'id', 'shuvampcftsetassort', 'size', 'small', 'assort', 'weight', 'length', 'inch', 'width', 'inch', 'box', 'content', 'piec', 'face', 'towel', 'set']"
3,SANTOSH ROYAL FASHION Cotton Printed King sized Double Bedsheet,SANTOSH ROYAL FASHION,d4684dcdc759dd9cdf41504698d737d8.jpg,Home Furnishing >> Bed Linen >> Bedsheets >> SANTOSH ROYAL FASHION Bedsheets >> SANTOSH ROYAL FASHION Cotton Printed King sized ...,"Key Features of SANTOSH ROYAL FASHION Cotton Printed King sized Double Bedsheet Royal Bedsheet Perfact for Wedding & Gifting,Specifications of SANTOSH ROYAL FASHION Cotton Printed King sized Double Bedsheet (1 Bedsheet,2 Pillow Cover, Multicolor) General Brand SANTOSH ROYAL FASHION Machine Washable Yes Type Flat Material Cotton Model Name Gold Design Royal Cotton Printed Wedding & Gifted Double Bedsheet With 2 Pillow cover Model ID goldbedi-38 Color Multicolor Size King Fabric Care Machine Wash, Do Not Bleach Dimensions Flat Sheet Width 90 inch / 230 cm Fitted Sheet Width 228 cm Pillow Cover Width 16 inch / 43 cm Pillow Cover Length 28 inch / 72 cm Fitted Sheet Depth 280 cm Fitted Sheet Length 278 cm Flat Sheet Depth 282 cm Flat Sheet Length 110 inch / 280 cm In the Box Number of Contents in Sales Package 1 Sales Package 1 Bedsheet,2 Pillow Cover","{""product_specification""=>[{""key""=>""Brand"", ""value""=>""SANTOSH ROYAL FASHION""}, {""key""=>""Machine Washable"", ""value""=>""Yes""}, {""key""=>""Type"", ""value""=>""Flat""}, {""key""=>""Material"", ""value""=>""Cotton""}, {""key""=>""Model Name"", ""value""=>""Gold Design Royal Cotton Printed Wedding and Gifted Double Bedsheet With 2 Pillow cover""}, {""key""=>""Model ID"", ""value""=>""goldbedi-38""}, {""key""=>""Color"", ""value""=>""Multicolor""}, {""key""=>""Size"", ""value""=>""King""}, {""key""=>""Fabric Care"", ""value""=>""Machine Wash, Do Not Bleach""}, {""key""=>""Flat Sheet Width"", ""value""=>""90 inch / 230 cm""}, {""key""=>""Fitted Sheet Width"", ""value""=>""228 cm""}, {""key""=>""Pillow Cover Width"", ""value""=>""16 inch / 43 cm""}, {""key""=>""Pillow Cover Length"", ""value""=>""28 inch / 72 cm""}, {""key""=>""Fitted Sheet Depth"", ""value""=>""280 cm""}, {""key""=>""Fitted Sheet Length"", ""value""=>""278 cm""}, {""key""=>""Flat Sheet Depth"", ""value""=>""282 cm""}, {""key""=>""Flat Sheet Length"", ""value""=>""110 inch / 280 cm""}, {""key""=>""Number of Contents in Sales Package"", ""value""=>""1""}, {""key""=>""Sales Package"", ""value""=>""1 Bedsheet,2 Pillow Cover""}]}",Home Furnishing,santosh royal fashion cotton printed king sized double bedsheet royal bedsheet perfact wedding gifting santosh royal fashion cotton printed king sized double bedsheet bedsheet pillow cover brand santosh royal fashion machine washable yes type flat material cotton model name gold design royal cotton printed wedding gifted double bedsheet pillow cover model id goldbedi size king fabric care machine wash bleach flat sheet width inch cm fitted sheet width cm pillow cover width inch cm pillow cover length inch cm fitted sheet depth cm fitted sheet length cm flat sheet depth cm flat sheet length inch cm box contents bedsheet pillow cover,santosh royal fashion cotton print king size doubl bedsheet royal bedsheet perfact wed gift santosh royal fashion cotton print king size doubl bedsheet bedsheet pillow cover brand santosh royal fashion machin washabl ye type flat materi cotton model name gold design royal cotton print wed gift doubl bedsheet pillow cover model id goldbedi size king fabric care machin wash bleach flat sheet width inch cm fit sheet width cm pillow cover width inch cm pillow cover length inch cm fit sheet depth cm fit sheet length cm flat sheet depth cm flat sheet length inch cm box content bedsheet pillow cover,santosh royal fashion cotton printed king sized double bedsheet royal bedsheet perfact wedding gifting santosh royal fashion cotton printed king sized double bedsheet bedsheet pillow cover brand santosh royal fashion machine washable yes type flat material cotton model name gold design royal cotton printed wedding gifted double bedsheet pillow cover model id goldbedi size king fabric care machine wash bleach flat sheet width inch cm fitted sheet width cm pillow cover width inch cm pillow cover length inch cm fitted sheet depth cm fitted sheet length cm flat sheet depth cm flat sheet length inch cm box content bedsheet pillow cover,SANTOSH ROYAL FASHION Cotton Printed King sized Double Bedsheet,"['santosh', 'royal', 'fashion', 'cotton', 'printed', 'king', 'sized', 'double', 'bedsheet', 'royal', 'bedsheet', 'perfact', 'wedding', 'gifting', 'santosh', 'royal', 'fashion', 'cotton', 'printed', 'king', 'sized', 'double', 'bedsheet', 'bedsheet', 'pillow', 'cover', 'brand', 'santosh', 'royal', 'fashion', 'machine', 'washable', 'yes', 'type', 'flat', 'material', 'cotton', 'model', 'name', 'gold', 'design', 'royal', 'cotton', 'printed', 'wedding', 'gifted', 'double', 'bedsheet', 'pillow', 'cover', 'model', 'id', 'goldbedi', 'size', 'king', 'fabric', 'care', 'machine', 'wash', 'bleach', 'flat', 'sheet', 'width', 'inch', 'cm', 'fitted', 'sheet', 'width', 'cm', 'pillow', 'cover', 'width', 'inch', 'cm', 'pillow', 'cover', 'length', 'inch', 'cm', 'fitted', 'sheet', 'depth', 'cm', 'fitted', 'sheet', 'length', 'cm', 'flat', 'sheet', 'depth', 'cm', 'flat', 'sheet', 'length', 'inch', 'cm', 'box', 'content', 'bedsheet', 'pillow', 'cover']","['santosh', 'royal', 'fashion', 'cotton', 'print', 'king', 'size', 'doubl', 'bedsheet', 'royal', 'bedsheet', 'perfact', 'wed', 'gift', 'santosh', 'royal', 'fashion', 'cotton', 'print', 'king', 'size', 'doubl', 'bedsheet', 'bedsheet', 'pillow', 'cover', 'brand', 'santosh', 'royal', 'fashion', 'machin', 'washabl', 'ye', 'type', 'flat', 'materi', 'cotton', 'model', 'name', 'gold', 'design', 'royal', 'cotton', 'print', 'wed', 'gift', 'doubl', 'bedsheet', 'pillow', 'cover', 'model', 'id', 'goldbedi', 'size', 'king', 'fabric', 'care', 'machin', 'wash', 'bleach', 'flat', 'sheet', 'width', 'inch', 'cm', 'fit', 'sheet', 'width', 'cm', 'pillow', 'cover', 'width', 'inch', 'cm', 'pillow', 'cover', 'length', 'inch', 'cm', 'fit', 'sheet', 'depth', 'cm', 'fit', 'sheet', 'length', 'cm', 'flat', 'sheet', 'depth', 'cm', 'flat', 'sheet', 'length', 'inch', 'cm', 'box', 'content', 'bedsheet', 'pillow', 'cover']"
